,params,mean_fit_time,std_fit_time,mean_score_time,std_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,param_f_select__percentile,param_model__regressor__alpha,param_model__regressor__l1_ratio,param_scaler__quantile_range
0,"{'f_select__percentile': 94.80459679480084, 'model__regressor__alpha': 3.99909461473093, 'model__regressor__l1_ratio': 0.9885385296404057, 'scaler__quantile_range': (5, 95)}",16.167716833332086,10.680237470293271,0.3599631332617719,0.09618011939368207,-0.21132309377998512,-0.21132309377998512,-0.2112993651689398,-0.2112993651689398,-0.2113065614705003,-0.2113102959187204,1.0774835055910317e-05,16,94.80459679480084,3.99909461473093,0.9885385296404057,"(5, 95)"
1,"{'f_select__percentile': 19.799724489938587, 'model__regressor__alpha': 6.98583874315688, 'model__regressor__l1_ratio': 0.10629266311541707, 'scaler__quantile_range': (0.1, 99.9)}",2.4670590138470287,0.7200293739793978,0.5144536853826139,0.506328999153723,-0.21132309377998512,-0.21132309377998512,-0.2112993651689398,-0.2112993651689398,-0.2113065614705003,-0.2113102959187204,1.0774835055910317e-05,16,19.799724489938587,6.98583874315688,0.10629266311541707,"(0.1, 99.9)"
2,"{'f_select__percentile': 4.881611912793559, 'model__regressor__alpha': 2.1263074036907694, 'model__regressor__l1_ratio': 0.8887791376747224, 'scaler__quantile_range': (5, 95)}",16.735591887094778,13.915082318098927,0.2176351923320908,0.029046107410258055,-0.21132309377998512,-0.21132309377998512,-0.2112993651689398,-0.2112993651689398,-0.2113065614705003,-0.2113102959187204,1.0774835055910317e-05,16,4.881611912793559,2.1263074036907694,0.8887791376747224,"(5, 95)"
3,"{'f_select__percentile': 17.480554877793008, 'model__regressor__alpha': 0.7886213224995577, 'model__regressor__l1_ratio': 0.6140399344444627, 'scaler__quantile_range': (0.1, 99.9)}",3.1883401153201705,1.7925402267234283,0.2363187547773123,0.08360327554430472,-0.21132309377998512,-0.21132309377998512,-0.2112993651689398,-0.2112993651689398,-0.2113065614705003,-0.2113102959187204,1.0774835055910317e-05,16,17.480554877793008,0.7886213224995577,0.6140399344444627,"(0.1, 99.9)"
4,"{'f_select__percentile': 0.4377421303640272, 'model__regressor__alpha': 1.8645777873695428, 'model__regressor__l1_ratio': 0.8029171421557868, 'scaler__quantile_range': (5, 95)}",15.402170309663052,11.472859364854177,0.2307803200383205,0.05121064250601104,-0.21132309377998512,-0.21132309377998512,-0.2112993651689398,-0.2112993651689398,-0.2113065614705003,-0.2113102959187204,1.0774835055910317e-05,16,0.4377421303640272,1.8645777873695428,0.8029171421557868,"(5, 95)"
5,"{'f_select__percentile': 54.410251968091885, 'model__regressor__alpha': 0.7741455603485707, 'model__regressor__l1_ratio': 0.6515585708544667, 'scaler__quantile_range': (5, 95)}",17.26984252752154,13.465514328821428,0.25307166906422934,0.08937395355237977,-0.21132309377998512,-0.21132309377998512,-0.2112993651689398,-0.2112993651689398,-0.2113065614705003,-0.2113102959187204,1.0774835055910317e-05,16,54.410251968091885,0.7741455603485707,0.6515585708544667,"(5, 95)"
6,"{'f_select__percentile': 63.88801103178526, 'model__regressor__alpha': 0.0911852603684676, 'model__regressor__l1_ratio': 0.5743891088921856, 'scaler__quantile_range': (5, 95)}",19.610520680237094,13.395782144126374,0.29767482317984106,0.11776561000567119,-0.21132309377998512,-0.21132309377998512,-0.2112993651689398,-0.2112993651689398,-0.2113065614705003,-0.2113102959187204,1.0774835055910317e-05,16,63.88801103178526,0.0911852603684676,0.5743891088921856,"(5, 95)"
7,"{'f_select__percentile': 15.766539558838598, 'model__regressor__alpha': 2.3876915193136607, 'model__regressor__l1_ratio': 0.3250901999731701, 'scaler__quantile_range': (1, 99)}",4.963776663062163,5.395163764442802,1.049186855973676,1.148165871816885,-0.21132309377998512,-0.21132309377998512,-0.2112993651689398,-0.2112993651689398,-0.2113065614705003,-0.2113102959187204,1.0774835055910317e-05,16,15.766539558838598,2.3876915193136607,0.3250901999731701,"(1, 99)"
8,"{'f_select__percentile': 9.180876940337557, 'model__regressor__alpha': 0.6169819485969417, 'model__regressor__l1_ratio': 0.771751093691884, 'scaler__quantile_range': (0.1, 99.9)}",3.800672829092946,1.2911502496627467,0.2629060528764967,0.09477434893139103,-0.21132309377998512,-0.21132309377998512,-0.2112993651689398,-0.2112993651689398,-0.2113065614705003,-0.2113102959187204,1.0774835055910317e-05,16,9.180876940337557,0.6169819485969417,0.771751093691884,"(0.1, 99.9)"
9,"{'f_select__percentile': 96.8940725401639, 'model__regressor__alpha': 0.7213546963176618, 'model__regressor__l1_ratio': 0.36439483925547544, 'scaler__quantile_range': (0.5, 99.5)}",24.79955534293549,15.069406905639882,0.7736606307327747,0.930609162152902,-0.21132309377998512,-0.21132309377998512,-0.2112993651689398,-0.2112993651689398,-0.2113065614705003,-0.2113102959187204,1.0774835055910317e-05,16,96.8940725401639,0.7213546963176618,0.36439483925547544,"(0.5, 99.5)"
10,"{'f_select__percentile': 73.64534775364254, 'model__regressor__alpha': 0.14141279226420106, 'model__regressor__l1_ratio': 0.7914831066269183, 'scaler__quantile_range': (10, 90)}",9.674149265448795,4.916212307770893,0.2758246801793575,0.09372764553229872,-0.21132309377998512,-0.21132309377998512,-0.2112993651689398,-0.2112993651689398,-0.2113065614705003,-0.2113102959187204,1.0774835055910317e-05,16,73.64534775364254,0.14141279226420106,0.7914831066269183,"(10, 90)"
