,params,mean_fit_time,std_fit_time,mean_score_time,std_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,param_f_select__percentile,param_model__regressor__max_depth,param_model__regressor__max_features,param_model__regressor__n_estimators,param_scaler__quantile_range
0,"{'f_select__percentile': 46.22371377005374, 'model__regressor__max_depth': 16, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 88, 'scaler__quantile_range': (0.1, 99.9)}",53.254519529826936,3.764624762548663,0.11502152848988771,0.09603505867120644,-0.06221460054783031,-0.06453661126853522,-0.062613815166386,-0.06528048873611106,-0.06305761224006559,-0.06354065367559003,0.0011721829812057943,1,46.22371377005374,16,0.25,88,"(0.1, 99.9)"
1,"{'f_select__percentile': 62.97937731088034, 'model__regressor__max_depth': 14, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 68, 'scaler__quantile_range': (10, 90)}",233.67907724902034,6.7245371276680865,0.07319553643465042,0.016391907852149928,-0.07957408650883435,-0.07735659777782325,-0.07492780904189554,-0.07922842784188733,-0.07726047767592499,-0.07766950354984715,0.0016637630965204465,17,62.97937731088034,14,auto,68,"(10, 90)"
2,"{'f_select__percentile': 28.34955828582406, 'model__regressor__max_depth': 13, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 95, 'scaler__quantile_range': (0.5, 99.5)}",133.03873700620608,6.541965391489364,0.06725694574415683,0.01002868105924109,-0.06855285323819672,-0.07402965648661697,-0.0705751879903102,-0.07036797698715094,-0.06913969758094649,-0.07053315547163791,0.0019035955862701458,15,28.34955828582406,13,auto,95,"(0.5, 99.5)"
3,"{'f_select__percentile': 52.40419701266854, 'model__regressor__max_depth': 11, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 65, 'scaler__quantile_range': (0.1, 99.9)}",36.99349947562441,1.666437852907567,0.10452004224061966,0.07416062861849967,-0.06523314349887167,-0.06610442378043388,-0.06438114428011098,-0.06744536786179338,-0.06516746089675281,-0.06566633706802111,0.0010435870237447658,7,52.40419701266854,11,0.25,65,"(0.1, 99.9)"
4,"{'f_select__percentile': 92.88920032912473, 'model__regressor__max_depth': 10, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 91, 'scaler__quantile_range': (1, 99)}",336.9173957604915,8.387918101301768,0.07090323381125926,0.00922816070684925,-0.06901017941891038,-0.07084675745569437,-0.06864089817655025,-0.07099790902926417,-0.06840840144757014,-0.06958089727395987,0.0011130452328107947,13,92.88920032912473,10,auto,91,"(1, 99)"
5,"{'f_select__percentile': 68.63581223960938, 'model__regressor__max_depth': 18, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 58, 'scaler__quantile_range': (0.5, 99.5)}",52.67087999647483,3.6982000719420918,0.10965111721307039,0.05370761078855411,-0.06392443402087102,-0.06457745575055078,-0.06359629115220888,-0.06676037621242838,-0.06339953533682428,-0.06445167966575858,0.001221695265549808,5,68.63581223960938,18,0.25,58,"(0.5, 99.5)"
6,"{'f_select__percentile': 43.09460651529816, 'model__regressor__max_depth': 18, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 77, 'scaler__quantile_range': (0.5, 99.5)}",42.5367887666449,1.3899569230195252,0.06794508509337902,0.01123254578780629,-0.06388633231229111,-0.06508903510452801,-0.06251816613117765,-0.06657839404062743,-0.06258062319376133,-0.06413060027142348,0.00154740615125838,2,43.09460651529816,18,0.25,77,"(0.5, 99.5)"
7,"{'f_select__percentile': 42.575813836550125, 'model__regressor__max_depth': 22, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 85, 'scaler__quantile_range': (5, 95)}",229.6766272885725,7.416806659193811,0.07309483774006367,0.009483109141308801,-0.08269344784060502,-0.08064815205372172,-0.07848110212876801,-0.08252414943070097,-0.0811148430952536,-0.08109233760135091,0.001525167083230888,18,42.575813836550125,22,auto,85,"(5, 95)"
8,"{'f_select__percentile': 87.29760245257813, 'model__regressor__max_depth': 21, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 59, 'scaler__quantile_range': (0.1, 99.9)}",313.7077515157871,16.90072228906549,0.07229896737262606,0.008868977017502182,-0.06330723605217917,-0.06791670332078098,-0.06653705070801948,-0.06962837993247757,-0.0647969004580986,-0.06643734946925367,0.002230266809239154,11,87.29760245257813,21,auto,59,"(0.1, 99.9)"
9,"{'f_select__percentile': 84.2561012224177, 'model__regressor__max_depth': 16, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 75, 'scaler__quantile_range': (10, 90)}",85.67302667200565,5.170410265647501,0.0980121161788702,0.039671625277295106,-0.06526591531879518,-0.06714356405463466,-0.06488886930610613,-0.06827981324425977,-0.06571882567461765,-0.06625942895010567,0.0012666320681077653,10,84.2561012224177,16,0.25,75,"(10, 90)"
