,params,mean_fit_time,std_fit_time,mean_score_time,std_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,param_f_select__percentile,param_model__regressor__max_depth,param_model__regressor__max_features,param_model__regressor__n_estimators,param_scaler__quantile_range
0,"{'f_select__percentile': 25.525228366611742, 'model__regressor__max_depth': 10, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 67, 'scaler__quantile_range': (10, 90)}",70.70096281319857,1.5856446464852085,0.04103691428899765,0.003583318210644848,-0.420037065174282,-0.3957348738893752,-0.4268192088066249,-0.4138604946673563,-0.41906461037218434,-0.4151022510969833,0.010526524727249253,16,25.525228366611742,10,auto,67,"(10, 90)"
1,"{'f_select__percentile': 22.923823346617333, 'model__regressor__max_depth': 22, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 82, 'scaler__quantile_range': (0.1, 99.9)}",108.53963894471526,7.984197286603873,0.07746359519660473,0.004752143983672994,-0.46055108939408973,-0.43334134534333385,-0.4518045908197091,-0.43323500351120914,-0.4548684932162935,-0.44676013023076894,0.011352660292173862,18,22.923823346617333,22,auto,82,"(0.1, 99.9)"
2,"{'f_select__percentile': 40.83758239552399, 'model__regressor__max_depth': 23, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 97, 'scaler__quantile_range': (1, 99)}",75.63763508684933,14.683151236625823,0.09858501888811588,0.033566075713045734,-0.4087804075033648,-0.38517726552724063,-0.39866510321784,-0.38939733254352876,-0.40701435376895584,-0.3978067778388725,0.009340199016367592,6,40.83758239552399,23,0.25,97,"(1, 99)"
3,"{'f_select__percentile': 8.221672361414722, 'model__regressor__max_depth': 18, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 82, 'scaler__quantile_range': (1, 99)}",9.635425356402994,0.5980057968191455,0.09929039515554905,0.040328133695705204,-0.5714667981264802,-0.5603475908500073,-0.5826554465768707,-0.5742818821270846,-0.5712527354576376,-0.5720000467422625,0.007146728167831693,20,8.221672361414722,18,0.25,82,"(1, 99)"
4,"{'f_select__percentile': 58.64986495068399, 'model__regressor__max_depth': 14, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 88, 'scaler__quantile_range': (1, 99)}",238.39656732231379,24.605521372828186,0.08131634555757046,0.005288165820141343,-0.4091845116880392,-0.3781252149008402,-0.4000870518892428,-0.3860922783224152,-0.4066333373038432,-0.39602415066473073,0.012011178903807498,3,58.64986495068399,14,auto,88,"(1, 99)"
5,"{'f_select__percentile': 28.800046037340387, 'model__regressor__max_depth': 15, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 64, 'scaler__quantile_range': (0.1, 99.9)}",80.37970678284765,3.743472270125597,0.05899334438145161,0.011633764710221555,-0.4307993580151431,-0.39128392928116373,-0.4145086123785112,-0.395492821161468,-0.4266166905379095,-0.4117401855238868,0.015967191545740497,14,28.800046037340387,15,auto,64,"(0.1, 99.9)"
6,"{'f_select__percentile': 77.4498612193176, 'model__regressor__max_depth': 11, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 88, 'scaler__quantile_range': (0.5, 99.5)}",70.32351823933422,14.51163199616519,0.06873387806117534,0.017461730054925597,-0.4108591969267727,-0.38318102634572243,-0.401726455932761,-0.38621618239825434,-0.40177860896293405,-0.39675233120199166,0.010433188316369265,4,77.4498612193176,11,0.25,88,"(0.5, 99.5)"
7,"{'f_select__percentile': 24.43955917645525, 'model__regressor__max_depth': 15, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 95, 'scaler__quantile_range': (0.1, 99.9)}",103.17287440821528,8.242956780595245,0.12310862466692925,0.06011728498488113,-0.4390794578808138,-0.41099130417918206,-0.43499318490431965,-0.4210307259615,-0.4325771710789138,-0.4277339950316935,0.010297489324818115,17,24.43955917645525,15,auto,95,"(0.1, 99.9)"
8,"{'f_select__percentile': 17.75817416960537, 'model__regressor__max_depth': 21, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 94, 'scaler__quantile_range': (5, 95)}",97.8224023155868,5.553317168308335,0.09273382611572742,0.007412908990289665,-0.4126428450457348,-0.38756834517732713,-0.4186376257772252,-0.4025121940931448,-0.4099449696885727,-0.40626034349817564,0.0106864899469421,10,17.75817416960537,21,auto,94,"(5, 95)"
9,"{'f_select__percentile': 10.310983418056207, 'model__regressor__max_depth': 11, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 74, 'scaler__quantile_range': (10, 90)}",8.442951380833984,0.24040727483758448,0.09645768776535987,0.06395965767902542,-0.4825797321363031,-0.4456846876803827,-0.4596121513582406,-0.44470196581824395,-0.4428475025121653,-0.4550864607749083,0.014983470105742759,19,10.310983418056207,11,0.25,74,"(10, 90)"
10,"{'f_select__percentile': 81.07674403425175, 'model__regressor__max_depth': 21, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 99, 'scaler__quantile_range': (10, 90)}",117.73413143269718,5.919683362792221,0.09473740532994271,0.010720382501067566,-0.4057480823429393,-0.3781187256338894,-0.3904569646371052,-0.3854598986346599,-0.40112772172877414,-0.39218224413008,0.01010014027530645,1,81.07674403425175,21,0.25,99,"(10, 90)"
11,"{'f_select__percentile': 33.732854905133934, 'model__regressor__max_depth': 14, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 72, 'scaler__quantile_range': (10, 90)}",119.82697307318449,17.274595119895707,0.07412997037172317,0.01418012681558653,-0.42085831671232893,-0.39184524769926227,-0.42612355870759433,-0.4125320743323904,-0.418107853520738,-0.413892365792304,0.011865161730592355,15,33.732854905133934,14,auto,72,"(10, 90)"
12,"{'f_select__percentile': 11.106664071324113, 'model__regressor__max_depth': 20, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 85, 'scaler__quantile_range': (5, 95)}",53.2296096034348,5.17346480670076,0.06763589046895505,0.011695832566137529,-0.4207202732413206,-0.3914025660286306,-0.41165016964122386,-0.40746162744218084,-0.4060936960410479,-0.40746547201179256,0.00952037383394144,12,11.106664071324113,20,auto,85,"(5, 95)"
13,"{'f_select__percentile': 67.26133276782525, 'model__regressor__max_depth': 20, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 92, 'scaler__quantile_range': (5, 95)}",338.07985673211516,5.464545453224942,0.09732325300574303,0.0030276352541403506,-0.41102046526489683,-0.3858622332289286,-0.40130616977502587,-0.3953448688091097,-0.4039707142155798,-0.39950074352819825,0.008476851347437146,7,67.26133276782525,20,auto,92,"(5, 95)"
14,"{'f_select__percentile': 44.77473314006994, 'model__regressor__max_depth': 17, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 94, 'scaler__quantile_range': (10, 90)}",216.8195447962731,3.6058036018100785,0.09221002645790577,0.006299551160848157,-0.4211319448614317,-0.3937504799480991,-0.41687902335331445,-0.4027745771722,-0.41365500130517213,-0.4096379010775348,0.010002631757171867,13,44.77473314006994,17,auto,94,"(10, 90)"
15,"{'f_select__percentile': 81.12273121546643, 'model__regressor__max_depth': 10, 'model__regressor__max_features': 'auto', 'model__regressor__n_estimators': 79, 'scaler__quantile_range': (0.5, 99.5)}",220.35639225505292,13.69810167044905,0.06468978710472584,0.004230345152478999,-0.41619900171436663,-0.38840772730267503,-0.4035326526111137,-0.39122021741540436,-0.41338453243135276,-0.4025487923022133,0.011252216390654038,9,81.12273121546643,10,auto,79,"(0.5, 99.5)"
16,"{'f_select__percentile': 58.160682749502456, 'model__regressor__max_depth': 10, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 76, 'scaler__quantile_range': (1, 99)}",40.62799719497561,2.598652811836396,0.047029759734869,0.0038128896935213643,-0.40615129725936033,-0.38139997776836815,-0.40201179147913785,-0.3889952372253691,-0.39978238056927307,-0.3956678747775782,0.009112898491487968,2,58.160682749502456,10,0.25,76,"(1, 99)"
17,"{'f_select__percentile': 17.74563231654008, 'model__regressor__max_depth': 14, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 76, 'scaler__quantile_range': (5, 95)}",16.24147566780448,0.7292084740491953,0.08890174552798272,0.039468078815606496,-0.4088936773536179,-0.3867348168497947,-0.4088226406388863,-0.401556117879874,-0.39999723646466157,-0.4012004288371266,0.008101355452999856,8,17.74563231654008,14,0.25,76,"(5, 95)"
18,"{'f_select__percentile': 42.147559949966876, 'model__regressor__max_depth': 20, 'model__regressor__max_features': 0.25, 'model__regressor__n_estimators': 92, 'scaler__quantile_range': (1, 99)}",54.082193366065624,1.3263349292087747,0.06984419785439969,0.007023230167095222,-0.40966828902619656,-0.3867772811124344,-0.39922766048549463,-0.3865689587628529,-0.40446840865122446,-0.3973422415665745,0.009316454992811897,5,42.147559949966876,20,0.25,92,"(1, 99)"
