,params,mean_fit_time,std_fit_time,mean_score_time,std_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,param_f_select__percentile,param_model__regressor__alpha,param_model__regressor__l1_ratio,param_scaler__quantile_range
0,"{'f_select__percentile': 14.792587505153298, 'model__regressor__alpha': 3.388694930113254, 'model__regressor__l1_ratio': 0.9312874335136467, 'scaler__quantile_range': (1, 99)}",8.289719170331955,1.2422551649829108,0.49886041503341405,0.12126511590853775,-0.9204455277129096,-0.9204455277129097,-0.9205740705658653,-0.9205814432062192,-0.920649401551383,-0.9205391941498573,8.086262588986501e-05,129,14.792587505153298,3.388694930113254,0.9312874335136467,"(1, 99)"
1,"{'f_select__percentile': 23.17627449083033, 'model__regressor__alpha': 1.239075598195489, 'model__regressor__l1_ratio': 0.6440448003054488, 'scaler__quantile_range': (5, 95)}",7.350583874221774,0.755168846909649,1.369526894390583,1.7011845633739042,-0.9202626899674232,-0.9203301459965516,-0.9204761825623369,-0.9204088515317654,-0.9205411545525541,-0.9204038049221263,9.946655700046779e-05,98,23.17627449083033,1.239075598195489,0.6440448003054488,"(5, 95)"
2,"{'f_select__percentile': 48.954217777275346, 'model__regressor__alpha': 9.158377419908756, 'model__regressor__l1_ratio': 0.2116419103532674, 'scaler__quantile_range': (10, 90)}",12.919918499980122,3.8179734181195797,1.780924012698233,1.2693671551020695,-0.9202170236478457,-0.9203299873785505,-0.9204666270332652,-0.920369691878145,-0.9205254606828647,-0.9203817581241341,0.0001075327012507017,83,48.954217777275346,9.158377419908756,0.2116419103532674,"(10, 90)"
3,"{'f_select__percentile': 49.05817325947467, 'model__regressor__alpha': 1.7914934246419718, 'model__regressor__l1_ratio': 0.03248070222627897, 'scaler__quantile_range': (0.5, 99.5)}",12.9820413665846,7.214251836984935,1.2862710007466376,1.2118217847809307,-0.9204455277129096,-0.9204455277129097,-0.9205740705658653,-0.9205819720748786,-0.9206494094347589,-0.9205393015002644,8.09202934856715e-05,298,49.05817325947467,1.7914934246419718,0.03248070222627897,"(0.5, 99.5)"
4,"{'f_select__percentile': 55.67350316625925, 'model__regressor__alpha': 1.2356993315374836, 'model__regressor__l1_ratio': 0.9426262954624234, 'scaler__quantile_range': (0.5, 99.5)}",10.083788262680173,2.6093338395394983,1.181025435589254,1.0583684275833607,-0.9204455277129096,-0.9204455277129097,-0.9205740705658653,-0.9205814432062192,-0.920649401551383,-0.9205391941498573,8.086262588986501e-05,129,55.67350316625925,1.2356993315374836,0.9426262954624234,"(0.5, 99.5)"
5,"{'f_select__percentile': 19.222827038080524, 'model__regressor__alpha': 0.6684505094275718, 'model__regressor__l1_ratio': 0.422231433717871, 'scaler__quantile_range': (0.5, 99.5)}",8.998195677250624,1.6774602254661781,0.6842844855040312,0.18767505673226703,-0.9204455277129096,-0.9204455277129097,-0.9205740705658653,-0.9205814432062192,-0.920649401551383,-0.9205391941498573,8.086262588986501e-05,129,19.222827038080524,0.6684505094275718,0.422231433717871,"(0.5, 99.5)"
6,"{'f_select__percentile': 20.02439205445362, 'model__regressor__alpha': 1.3229180639822666, 'model__regressor__l1_ratio': 0.4082998316560642, 'scaler__quantile_range': (0.5, 99.5)}",11.241358234733344,3.1263952732368643,0.4714043989777565,0.13940016055765667,-0.9204455277129096,-0.9204455277129097,-0.9205740705658653,-0.9205814432062192,-0.920649401551383,-0.9205391941498573,8.086262588986501e-05,129,20.02439205445362,1.3229180639822666,0.4082998316560642,"(0.5, 99.5)"
7,"{'f_select__percentile': 11.218235526273912, 'model__regressor__alpha': 1.4565651463821474, 'model__regressor__l1_ratio': 0.6526175309647442, 'scaler__quantile_range': (0.5, 99.5)}",11.998543131817133,3.908312151207266,1.115393595956266,0.9076402656052984,-0.9204455277129096,-0.9204455277129097,-0.9205740705658653,-0.9205814432062192,-0.920649401551383,-0.9205391941498573,8.086262588986501e-05,129,11.218235526273912,1.4565651463821474,0.6526175309647442,"(0.5, 99.5)"
8,"{'f_select__percentile': 24.07599343083553, 'model__regressor__alpha': 2.8030982958617194, 'model__regressor__l1_ratio': 0.6499743494933214, 'scaler__quantile_range': (1, 99)}",14.411783783510327,8.766577894738207,0.7117396981659112,0.12251660664210974,-0.9204455277129096,-0.9204455277129097,-0.9205740705658653,-0.9205814432062192,-0.920649401551383,-0.9205391941498573,8.086262588986501e-05,129,24.07599343083553,2.8030982958617194,0.6499743494933214,"(1, 99)"
9,"{'f_select__percentile': 51.900890092147364, 'model__regressor__alpha': 2.95022489187432, 'model__regressor__l1_ratio': 0.36250972391785197, 'scaler__quantile_range': (10, 90)}",12.750377362966537,3.5959966644246038,2.2888351645320655,2.868126299146974,-0.9201827420988825,-0.9203336861396821,-0.9204647147303163,-0.9203436415807765,-0.9205159147128443,-0.9203681398525002,0.00011603763791615889,57,51.900890092147364,2.95022489187432,0.36250972391785197,"(10, 90)"
10,"{'f_select__percentile': 80.89299168354755, 'model__regressor__alpha': 0.34770887366839626, 'model__regressor__l1_ratio': 0.22756570137863175, 'scaler__quantile_range': (5, 95)}",10.485129762813449,2.9210671298617306,0.8550333749619312,0.6662038867150512,-0.9201742892993575,-0.9203544450625764,-0.9204328066751288,-0.9202678039915264,-0.9204664417704561,-0.920339157359809,0.00010721754504917902,35,80.89299168354755,0.34770887366839626,0.22756570137863175,"(5, 95)"
